2018-08-01T15:04:06.560026,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01T15:05:13.572996,0.0,0.0,100.0,116.7525,0.0,0.0
2018-08-01T15:06:07.632550,0.0,0.0,200.0,233.49099999999999,0.0,0.0
2018-08-01T15:07:09.002857,0.0,0.0,300.0,350.2185,0.0,0.0
2018-08-01T15:08:06.002780,0.0,0.0,400.0,467.008,0.0,0.0
2018-08-01T15:09:05.773982,0.0,0.0,500.0,583.7325,0.0,0.0
2018-08-01T15:11:19.516384,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01T15:12:09.861482,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01T15:13:06.582713,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01T15:14:03.891116,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01T15:15:09.740328,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01T15:16:07.539333,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01T15:17:06.959494,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01T15:18:59.621744,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01T15:19:48.327523,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01T15:20:36.905529,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01T15:21:26.721444,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01T15:22:17.492741,0.0,0.0,0.0,0.0,-100.0,-11188.2
2018-08-01T15:23:09.659271,0.0,0.0,0.0,0.0,-100.0,-11188.2
2018-08-01T15:24:08.825106,0.0,0.0,0.0,0.0,-100.0,-11187.15
2018-08-01T15:26:05.746805,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01T15:27:03.976470,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01T15:28:06.639657,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01T15:29:08.576166,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01T15:30:16.121303,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01T15:31:22.850871,0.0,0.0,0.0,0.0,0.0,0.0
